id,label,text,len_text
8208,nao_argumento,você desafiou os estudos de ferimentos graves na cabeça sofridos por algumas pessoas que mais tarde receberam a pena de morte. ,21
8209,argumento,"o prisioneiro condenado é levado - ou arrastado - para a câmara da morte, amarrado na cadeira, e os eletrodos são presos à cabeça e às pernas. ",27
8210,nao_argumento,"isso era verdade quando as execuções eram abertas ao público - mas também depois de fechadas para todos, exceto funcionários da prisão, testemunhas e repórteres. ",25
8211,nao_argumento,"o único caso relevante que ela menciona é um caso de injeção letal, em que era necessário um ""corte"". ",19
8212,nao_argumento,"há pouco sentido em afirmar ser infalível em tais questões, se essa infalibilidade tiver sido evacuada de toda a substância por uma reviravolta nos ensinamentos da igreja. ",27
8213,nao_argumento,"em 1981, a sentença de morte de jacobs foi reduzida com o recurso à prisão perpétua e, 11 anos depois, sua condenação foi abandonada por um tribunal federal. ",28
8214,nao_argumento,"a declaração de independência declara que todos os homens são criados iguais, que são dotados pelo seu criador de certos direitos inalienáveis, entre os quais a vida, a liberdade e a busca da felicidade. ",34
8215,argumento,você sabia que desde que o Canadá parou de executar a taxa de homicídios caiu 44%? ,16
8216,nao_argumento,"O procon.org examina, de maneira imparcial, quais argumentos as pessoas estão oferecendo em cada lado da questão. ",17
8217,argumento,"no entanto, uma pesquisa mundial realizada em 2006 indica que 52% da população do mundo apóia a pena de morte. ",20
8218,nao_argumento,"a suprema corte da flórida está considerando um caso, hurst vs. flórida, contestando essa exigência. ",15
8219,argumento,mas o forte apoio público à pena de morte em si não é uma razão convincente para mantê-la por perto. ,20
8220,nao_argumento,"ou você acabou de aceitar as alegações de ativistas anti-pena de morte, que são constantemente culpados de fabricar tais alegações? ",20
8222,argumento,"há preocupação com o número de condenações que estão sendo declaradas inseguras pelos tribunais, principalmente pelos crimes mais graves, como assassinato e terrorismo. ",23
8223,argumento,"os corredores da morte de nossa nação sempre tiveram uma população desproporcionalmente grande de afro-americanos, em relação à sua porcentagem da população total. ",23
8224,nao_argumento,ele concluiu que não o fazem após conversas com um oponente da pena de morte que perguntou: 'por que não torturamos prisioneiros? ,22
8225,nao_argumento,"o que a igreja pode não mudar é dogma, mas dogma e teologia moral não são as mesmas coisas. ",19
8226,argumento,o contra-argumento imediato é que a ameaça de morte força as pessoas a se reformarem. ,15
8227,nao_argumento,a porcentagem de americanos que se opõem à pena de morte aumentou para 37%. ,14
8228,nao_argumento,"para os poucos americanos que ainda acreditam que a opinião de Deus é mais valiosa do que qualquer outra rede de notícias ou político já disse, gostaríamos de apresentar os fatos bíblicos honestos e honestos sobre assassinato e pena de morte. ",41
8229,nao_argumento,"quero dizer, que tipo de padrões de direitos humanos esses países têm? ",12
8230,argumento,pessoas inocentes são frequentemente condenadas à morte. ,7
8231,nao_argumento,"lawrence brewer, condenado pela notória morte por arrastar de james byrd no texas, foi executado em 2011. ",17
8232,argumento,"às vezes, as execuções são dolorosas, sujas, fedorentas e visualmente chocantes. ",11
8233,argumento,a pena de morte é a melhor maneira de remover essas pessoas doentes da sociedade. ,15
8234,argumento,"este é o único lugar, o único remanescente do racismo em nosso país é o sistema judicial, fazendo cumprir as leis sobre drogas e aplicando a pena de morte ... se você é rico, geralmente não cumpre a pena de morte. Eu não acho que seja um bom sinal para a civilização ainda estar invocando a pena de morte. ",59
8235,argumento,"vimos a dor causada pela execução, mas e o sofrimento? ",10
8236,nao_argumento,"41 esse argumento pode ser feito por aqueles que defenderiam a pena de morte por motivos de dissuasão, bem como por aqueles que se apóiam em conceitos de retribuição. ",29
8237,argumento,"cada vez mais, países e estados estão proibindo a pena de morte; as empresas farmacêuticas estão se recusando a permitir que seus produtos sejam usados ​​para pena de morte; os EUA. está executando menos pessoas; e o apoio público à pena de morte está diminuindo. ",45
8238,argumento,porque a duração média do processo inicial para um caso de pena de morte - sem incluir recursos demorados - significa que mais de mil dias extras de recursos do tribunal estão sendo usados. ,34
8239,argumento,"não se pode e não se deve negar o sofrimento da família da vítima em um caso de assassinato, mas o sofrimento da família do assassino também é certamente válido. ",30
8240,argumento,"Ironicamente, o ligeiro aumento no número de execuções nos últimos anos os privou de um efeito muito dramático. ",18
8241,argumento,"e quando o sistema dá errado, geralmente são voluntários de fora do sistema de justiça criminal - jornalistas, por exemplo - que corrigem os erros, não a polícia ou os promotores. ",31
8242,argumento,"Até Walter Walter, um defensor articulado da pena de morte, disse ao comitê judiciário do Senado no ano passado que a pena de morte ""tradicionalmente é imposta neste país de uma maneira grosseiramente discriminatória"" e disse que ""ainda resta saber se esse país pode impor a pena de morte sem considerar raça ou classe. "" ",55
8243,nao_argumento,fique longe de uma conspiração criminosa que pode mandá-lo para a cadeia. ,12
8244,argumento,opor-se à pena de morte não indica falta de simpatia pelas vítimas de assassinato. ,14
8245,argumento,"custos e procedimentos, em média, custa US $ 620.932 por julgamento em casos federais de morte, oito vezes superior ao de um caso em que a pena de morte não é solicitada. ",32
8246,nao_argumento,"A Lei dos Americanos com Deficiência, de 1990, fornece proteção aos direitos civis às pessoas nascidas com deficiência, para que possam levar vidas satisfatórias. ",24
8247,nao_argumento,a Grã-Bretanha restaurará a pena de morte no futuro? ,9
8248,nao_argumento,"ele faz nascer o seu sol sobre os maus e os bons, e envia chuva sobre os justos e os injustos. ",21
8249,nao_argumento,"então, se você acha que não é a mesma coisa, você deve se perguntar se realmente está argumentando que os meios de comunicação só podem estragar se forem grandes o suficiente para suportar centenas de milhões de dólares em processos judiciais . ",42
8250,nao_argumento,"e, acrescenta buck, ele pode facilmente atender ao padrão de um certificado de apelação, o que exige que ele mostre que a decisão do tribunal distrital era ""discutível entre juristas da razão. "" ",33
8251,nao_argumento,"Fiquei com muita raiva quando ouvi isso, ele me disse. ",10
8252,argumento,"de acordo com john r. lott jr. , phd, 'quando os estados aprovaram leis ocultas de transporte durante os 19 anos que estudamos (1977 a 1995), o número de tiroteios públicos com múltiplas vítimas diminuiu 84%. ",36
8253,argumento,a educação é a resposta; leis mais severas de controle de armas não são necessárias. ,15
8254,nao_argumento,ainda existem pelo menos 3 milhões de rifles de assalto por aí. ,12
8255,nao_argumento,"A universidade otterbein, em ohio, diz aos alunos que “respirem para controlar seu medo” e os informa: “você pode ter que tomar a ofensiva se o atirador entrar em sua área. ",31
8256,nao_argumento,mas mauser permaneceu implacável. ,4
8257,nao_argumento,apoiei a permissão para o transporte oculto de armas de mão no novo méxico. ,14
8258,nao_argumento,"john fez uma pausa com esse olhar interrogativo em seu rosto antes de perguntar: “oh, como você fez sua pesquisa? "" ",21
8259,argumento,"a frase frequentemente citada de ""se tornarmos armas ilegais, apenas os criminosos as possuirão"" tem alguma medida de verdade. ",19
8260,argumento,educando todas as pessoas interessadas sobre a importância de manusear armas de fogo de maneira adequada e segura. ,18
8261,argumento,"armas poderosas inundaram nossas ruas e criminosos têm a capacidade de encontrar a polícia com munição de perfurar armaduras, armaduras e rifles de assalto. ",24
8262,argumento,"mas para kopel, o rigor ou a frouxidão do processo de permissão de estado para estado não é sua principal preocupação, porque ele acredita que, na maioria dos casos, o governo não tem o direito de interferir na decisão de um adulto de comprar ou transportar um veículo. arma . ",50
8263,nao_argumento,por john t. knight em 3 de agosto de 2016 formato: compra verificada em capa dura john lott derruba este fora do parque. ,23
8264,argumento,"se um criminoso sabe que uma pessoa tem uma arma, é muito menos provável que tente um crime. ",18
8265,nao_argumento,"a segunda temporada, que apresenta histórias de música tronco, a estreia e o último coiote estréia no dia 11 de março no amazon prime video. ",25
8266,argumento,"se apenas todo mundo ao redor estivesse armado, um civil comum poderia matar um assassino em massa antes que chegasse longe demais. ",22
8267,argumento,"Algo tem que ser feito, porque precisa ser capaz de sair e se divertir sem ter medo, disse billings. ",19
8268,nao_argumento,você diz que acabou de terminar um livro sobre a guerra do Iraque. ,13
8269,nao_argumento,ingressou neste site para que eu possa compartilhar meus artigos com as pessoas. ,13
8270,nao_argumento,eu não me preocuparia muito com eles. ,7
8271,argumento,"o monitor da ciência cristã relatou que 'o número de incidentes nos quais portadores de armas ocultas matam pessoas inocentes é uma fração de 1% de todos os homicídios relacionados a armas de fogo. "" ",35
8272,nao_argumento,"esse foi, exatamente, o argumento dos proprietários de escravos de 1861, bem respondidos por lincoln e depois por concessão. ",19
8273,nao_argumento,"cada dólar que imprime desvaloriza qualquer outro dólar em circulação, pressagiando uma inflação desenfreada. ",14
8274,argumento,a constituição diz que tenho o direito de possuir armas. ,10
8275,argumento,"em outras palavras, as pessoas não mudaram tanto para facões ou veneno, mas pararam de matar por completo. ",18
8276,argumento,Gross acredita que o fechamento da brecha no show de armas seria extremamente eficaz e uma meta politicamente moderada e alcançável. ,21
8277,argumento,"o argumento para o controle de armas é, essencialmente: a vida humana é valiosa, matar humanos é errado, armas matam seres humanos; portanto, limitam o acesso a armas para proteger a vida humana. ",33
